,name,satisfaction_level,last_evaluation,number_projects,average_monthly_hours,time_spent_company,work_accident,left,promotion_last_5_years,department,salary,salary_level
766,LEBLANC,0.75,0.81,5,227,5,0,1,0,technical,medium,2
768,BRADSHAW,0.1,0.84,6,293,5,0,1,0,marketing,medium,2
770,MIDDLETON,0.1,0.83,6,300,4,0,1,0,marketing,medium,2
771,BUCKLEY,0.1,0.86,6,309,4,0,1,0,sales,medium,2
772,SCHAEFER,0.31,0.77,4,149,3,0,1,0,sales,medium,2
776,MCINTOSH,0.1,0.97,6,254,5,0,1,0,sales,medium,2
777,HO,0.11,0.93,6,294,4,0,1,0,sales,medium,2
778,PENNINGTON,0.1,0.92,7,269,4,0,1,0,sales,medium,2
779,REILLY,0.11,0.9,7,247,4,0,1,0,sales,medium,2
781,MCFARLAND,0.91,0.96,4,232,5,0,1,0,sales,low,1
782,HICKMAN,0.72,1.0,4,245,5,0,1,0,sales,low,1
785,CONRAD,0.85,0.99,5,248,5,0,1,0,sales,low,1
786,ARIAS,0.78,0.93,5,225,5,0,1,0,sales,low,1
789,HUYNH,0.1,0.92,6,243,4,1,1,0,sales,low,1
790,FREDERICK,0.23,0.99,4,204,4,1,1,0,accounting,low,1
791,RANDOLPH,0.11,0.87,6,301,4,0,1,0,accounting,low,1
792,CANTU,0.9,0.83,5,259,5,0,1,0,accounting,low,1
793,FITZPATRICK,0.91,0.89,4,247,5,0,1,0,hr,low,1
794,MAHONEY,0.11,0.79,7,295,4,0,1,0,hr,low,1
797,MICHAEL,0.11,0.91,5,291,4,0,1,0,technical,low,1
798,DONOVAN,0.11,0.93,6,253,4,1,1,0,technical,low,1
800,WALLS,0.91,0.97,4,251,6,0,1,0,technical,low,1
802,MAYER,0.85,0.82,5,264,6,0,1,0,technical,medium,2
803,ZUNIGA,0.1,0.77,6,310,4,0,1,0,technical,medium,2
804,GILES,0.81,0.95,5,266,5,0,1,0,technical,medium,2
807,HURLEY,0.86,1.0,5,227,5,0,1,0,technical,medium,2
808,MAYS,0.71,1.0,4,300,5,0,1,0,support,medium,2
809,MCMILLAN,0.11,0.97,7,310,4,0,1,0,support,medium,2
810,CROSBY,0.84,0.93,5,236,5,0,1,0,support,medium,2
811,AYERS,0.09,0.97,7,288,4,0,1,0,support,medium,2
814,SHEPARD,0.1,0.92,7,253,4,1,1,0,support,low,1
815,EVERETT,0.8,0.97,4,218,5,1,1,0,support,medium,2
816,PUGH,0.84,0.97,5,251,5,0,1,0,support,medium,2
817,DAVID,0.11,0.87,6,264,4,0,1,0,support,medium,2
820,BENDER,0.11,0.93,7,284,4,0,1,0,technical,low,1
821,HAHN,0.74,0.93,5,244,5,0,1,0,technical,low,1
825,BLACKBURN,0.11,0.86,6,308,4,0,1,0,IT,low,1
826,DUFFY,0.1,0.93,6,269,4,0,1,0,IT,low,1
827,LANDRY,0.7,0.74,6,136,3,0,1,0,IT,low,1
828,DOUGHERTY,0.59,1.0,2,160,5,0,1,0,product_mng,low,1
830,SHAH,0.72,0.95,4,220,5,0,1,0,product_mng,low,1
831,POTTS,0.73,1.0,5,274,5,0,1,0,product_mng,low,1
833,VALENTINE,0.89,0.82,5,224,6,0,1,0,RandD,low,1
834,MEZA,0.89,1.0,4,260,5,0,1,0,RandD,low,1
835,GOULD,0.11,0.78,6,300,4,1,1,0,RandD,low,1
837,FRY,0.09,0.93,6,308,4,0,1,0,RandD,low,1
838,RUSH,0.81,0.9,5,238,6,0,1,0,marketing,low,1
841,DODSON,0.11,0.85,6,299,4,0,1,0,support,medium,2
842,CLEMENTS,0.1,0.85,6,254,4,0,1,0,technical,medium,2
846,LYNN,0.1,0.84,6,253,4,0,1,0,marketing,medium,2
847,CRANE,0.79,0.94,5,227,6,0,1,0,sales,medium,2
848,FARLEY,0.1,0.81,6,301,4,1,1,0,sales,medium,2
849,CISNEROS,0.54,0.94,6,294,3,0,1,0,sales,medium,2
852,MCKAY,0.82,0.89,5,217,5,0,1,0,sales,high,3
854,BEST,0.79,0.9,5,263,5,0,1,0,sales,medium,2
856,FRIEDMAN,0.1,0.85,6,273,4,0,1,0,sales,medium,2
857,MOSES,0.11,0.78,6,303,4,0,1,0,sales,medium,2
858,SOSA,0.74,1.0,4,253,5,0,1,0,sales,low,1
859,BLANCHARD,0.1,0.93,6,270,4,0,1,0,sales,low,1
860,HUBER,0.79,1.0,4,218,5,0,1,0,sales,low,1
864,ROSARIO,0.1,0.94,6,260,4,0,1,0,sales,low,1
865,RUBIO,0.82,0.85,5,218,5,0,1,0,sales,low,1
868,HALEY,0.74,0.88,4,248,6,0,1,0,accounting,low,1
871,CHOI,0.87,0.94,4,260,5,0,1,0,hr,low,1
872,HORNE,0.1,0.9,5,263,4,0,1,0,hr,low,1
873,YU,0.78,1.0,5,220,5,0,1,0,technical,low,1
874,WOODWARD,0.14,0.73,7,282,5,0,1,0,technical,low,1
875,ALI,0.11,0.94,6,277,5,0,1,0,technical,low,1
876,NIXON,0.91,0.94,5,257,5,0,1,0,technical,low,1
879,ESTES,0.82,0.97,5,263,5,0,1,0,technical,medium,2
880,MCCARTY,0.38,0.88,3,154,4,0,1,0,technical,medium,2
881,RICHMOND,0.89,1.0,5,253,5,0,1,0,technical,medium,2
882,STUART,0.11,0.79,6,294,4,0,1,0,technical,medium,2
885,OCONNELL,0.78,0.87,5,256,5,0,1,0,support,medium,2
888,SHEPPARD,0.11,0.83,6,295,4,0,1,0,support,medium,2
889,CHURCH,0.11,0.79,6,281,4,0,1,0,support,medium,2
891,LEVY,0.75,0.86,5,237,5,0,1,0,support,high,3
892,RASMUSSEN,0.74,0.99,4,276,5,0,1,0,support,low,1
893,COFFEY,0.85,0.85,5,267,5,0,1,0,support,medium,2
894,PONCE,0.73,0.92,5,266,5,0,1,0,support,medium,2
895,FAULKNER,0.1,0.79,6,294,4,0,1,0,technical,medium,2
898,NOVAK,0.11,0.77,7,273,4,0,1,0,management,low,1
899,COSTA,0.84,0.83,5,238,5,0,1,0,IT,low,1
900,MONTES,0.78,0.94,5,271,6,0,1,0,IT,low,1
905,MADDOX,0.76,0.93,5,238,5,0,1,0,product_mng,low,1
906,MATA,0.1,0.78,7,286,4,0,1,0,product_mng,low,1
907,BONILLA,0.09,0.86,6,291,4,0,1,0,product_mng,low,1
908,STANTON,0.92,1.0,5,259,5,0,1,0,IT,low,1
909,COMPTON,0.92,0.9,5,248,5,0,1,0,sales,low,1
910,KAUFMAN,0.79,0.98,4,271,5,0,1,0,sales,low,1
912,MCPHERSON,0.8,0.95,4,274,5,0,1,0,sales,low,1
914,DICKSON,0.89,0.87,5,275,6,0,1,0,marketing,low,1
915,MCCANN,0.48,0.88,3,239,3,0,1,0,sales,low,1
916,VILLEGAS,0.11,0.82,6,304,4,1,1,0,accounting,low,1
918,HESTER,0.11,0.85,6,259,4,0,1,0,technical,medium,2
919,CANTRELL,0.82,0.86,4,264,5,0,1,0,management,medium,2
925,MADDEN,0.11,0.8,7,243,4,0,1,0,sales,medium,2
926,LEVINE,0.78,0.87,4,236,5,0,1,0,sales,medium,2
927,SPENCE,0.46,0.86,2,212,4,0,1,0,sales,medium,2
928,GOOD,0.77,0.91,5,261,6,0,1,0,sales,medium,2
929,IRWIN,0.83,0.82,4,243,5,0,1,0,sales,medium,2
931,KRAUSE,0.9,0.92,5,154,4,0,1,0,sales,low,1
933,WHITNEY,0.1,0.96,6,254,4,1,1,0,sales,medium,2
934,BAIRD,0.1,0.91,6,285,4,0,1,0,sales,medium,2
936,POLLARD,0.1,0.95,7,301,4,0,1,0,sales,low,1
937,ZAVALA,0.11,0.8,6,286,4,0,1,0,sales,low,1
938,JARVIS,0.1,0.89,6,246,4,0,1,0,sales,low,1
940,HENDRIX,0.92,0.92,4,245,5,0,1,0,sales,low,1
942,MCGRATH,0.11,0.89,6,301,4,0,1,0,accounting,low,1
943,BIRD,0.81,1.0,5,235,5,0,1,0,accounting,low,1
944,LUCERO,0.11,0.85,7,272,4,0,1,0,accounting,low,1
945,TERRELL,0.87,1.0,5,274,5,0,1,0,hr,low,1
948,ROLLINS,0.61,0.86,4,196,4,0,1,0,hr,low,1
949,MERCER,0.11,0.95,6,285,4,0,1,0,technical,low,1
950,GALLOWAY,0.09,0.9,7,289,5,0,1,0,technical,low,1
952,ODOM,0.09,0.94,6,308,4,0,1,0,technical,low,1
953,ANDERSEN,0.41,0.71,4,301,5,0,1,0,technical,low,1
955,HATFIELD,0.1,0.91,6,262,5,1,1,0,technical,low,1
959,TRAVIS,0.1,0.94,7,281,4,0,1,0,technical,medium,2
961,HINTON,0.73,0.83,5,270,5,1,1,0,support,medium,2
966,BRANCH,0.09,0.85,5,281,4,0,1,0,support,medium,2
967,MOONEY,0.85,0.92,4,275,5,0,1,0,support,medium,2
971,FREY,0.72,1.0,5,264,5,0,1,0,technical,medium,2
972,BRAUN,0.11,0.74,6,290,5,0,1,0,technical,medium,2
974,RIDDLE,0.1,0.81,6,304,4,0,1,0,management,medium,2
976,KAISER,0.92,0.94,5,307,5,0,1,0,IT,low,1
977,HOLDER,0.11,0.87,5,303,4,0,1,0,IT,low,1
979,MCKNIGHT,0.11,0.95,6,271,4,0,1,0,IT,low,1
982,COOLEY,0.85,0.97,4,266,6,0,1,0,product_mng,low,1
984,COWAN,0.75,0.86,5,260,5,0,1,0,IT,low,1
987,DAVIES,0.1,0.79,6,249,4,0,1,0,RandD,low,1
988,BARAJAS,0.74,0.89,5,259,5,0,1,0,RandD,low,1
990,OSBORN,0.09,0.77,6,244,4,0,1,0,marketing,low,1
991,BRIGHT,0.76,0.91,4,219,5,0,1,0,sales,low,1
993,BOLTON,0.84,0.88,4,269,5,0,1,0,support,low,1
997,KIDD,0.86,0.94,5,224,5,0,1,0,marketing,medium,2
1000,GOFF,0.87,1.0,4,258,5,1,1,1,sales,medium,2
1001,DEJESUS,0.11,0.85,6,267,4,0,1,0,sales,medium,2
1004,BONNER,0.09,0.8,6,247,4,0,1,0,sales,medium,2
1008,LANCASTER,0.87,0.9,4,256,5,0,1,0,sales,high,3
1009,MCGOWAN,0.75,0.88,4,239,5,0,1,0,sales,low,1
1012,SLATER,0.1,0.87,6,284,4,0,1,0,sales,medium,2
1013,CARVER,0.11,0.78,7,248,4,0,1,0,sales,medium,2
1017,SNIDER,0.92,0.87,4,229,6,0,1,0,sales,low,1
1019,WITT,0.86,0.95,4,241,5,0,1,0,accounting,low,1
1020,NEWELL,0.74,0.87,5,258,5,0,1,0,accounting,low,1
1021,BYERS,0.8,0.95,3,146,5,0,1,0,hr,low,1
1027,ALBERT,0.09,0.9,6,287,4,0,1,0,technical,low,1
1028,WORKMAN,0.88,0.89,4,275,5,0,1,0,technical,low,1
1029,ROSAS,0.1,0.82,6,272,4,0,1,0,technical,low,1
1030,SPRINGER,0.1,0.97,6,307,4,0,1,0,technical,low,1
1031,KINNEY,0.11,0.93,4,295,3,0,1,0,technical,low,1
1032,JUSTICE,0.84,0.88,5,237,5,0,1,0,technical,low,1
1034,LAKE,0.1,0.86,6,266,4,1,1,0,technical,low,1
1035,DONNELLY,0.1,0.95,6,256,4,0,1,0,technical,medium,2
1037,DAILEY,0.09,0.97,7,268,4,0,1,0,support,medium,2
1038,GUEVARA,0.89,1.0,4,237,5,0,1,0,support,medium,2
1039,SHOEMAKER,0.82,1.0,4,273,6,0,1,0,support,medium,2
1040,BARLOW,0.11,0.89,6,309,4,0,1,0,support,medium,2
1041,MARINO,0.81,0.84,5,258,5,0,1,0,support,medium,2
1042,WINTER,0.81,0.94,5,233,6,0,1,0,support,medium,2
1043,CRAFT,0.77,1.0,4,249,6,0,1,0,support,medium,2
1046,ESPINOSA,0.86,1.0,4,250,6,0,1,0,support,medium,2
1049,GOLDSTEIN,0.74,0.89,5,232,6,0,1,0,technical,medium,2
1050,CROWLEY,0.79,1.0,4,229,5,1,1,0,management,medium,2
1051,VOGEL,0.09,0.92,6,261,4,0,1,0,IT,medium,2
1053,PEARCE,0.09,0.78,6,244,4,0,1,0,IT,low,1
1054,HARTLEY,0.09,0.84,6,258,4,0,1,0,IT,low,1
1055,CLEVELAND,0.1,0.8,7,292,5,0,1,0,IT,low,1
1058,BRITT,0.31,0.95,6,235,5,0,1,0,product_mng,low,1
1059,WOOTEN,0.7,0.93,2,310,3,0,1,0,product_mng,low,1
1061,DILLARD,0.34,0.97,6,157,5,1,1,0,RandD,low,1
1062,CHILDERS,0.87,0.83,5,267,5,0,1,0,RandD,low,1
1063,ALFORD,0.11,0.91,6,302,4,0,1,0,RandD,low,1
1064,DODD,0.47,0.81,4,133,3,0,1,0,RandD,low,1
1068,GOLDBERG,0.74,1.0,5,223,5,0,1,0,accounting,low,1
1069,QUINTERO,0.1,0.89,6,244,4,1,1,0,support,low,1
1070,BEACH,0.78,0.87,5,243,5,0,1,0,technical,low,1
1071,ENRIQUEZ,0.9,0.95,5,275,3,0,1,0,management,low,1
1072,QUINTANA,0.53,0.95,6,205,4,0,1,0,marketing,low,1
1074,MACKEY,0.86,0.83,4,270,5,0,1,0,marketing,medium,2
1075,FINCH,0.74,0.89,4,267,5,0,1,0,sales,medium,2
1076,CRAMER,0.09,0.79,6,276,4,0,1,0,sales,medium,2
1077,MINOR,0.8,0.95,5,244,5,0,1,0,sales,medium,2
1079,FRANKS,0.86,0.95,5,269,6,0,1,0,sales,medium,2
1080,CORONA,0.86,0.95,4,238,5,0,1,0,sales,medium,2
1081,KENDALL,0.9,0.91,4,269,5,0,1,0,sales,medium,2
1082,MCCABE,0.87,0.88,5,231,6,0,1,0,sales,medium,2
1083,HENDRICKSON,0.83,0.94,4,267,5,0,1,0,sales,medium,2
1084,MOSER,0.77,0.83,4,245,5,0,1,0,sales,medium,2
1085,MCDERMOTT,0.77,1.0,4,272,5,0,1,0,sales,medium,2
1086,CAMP,0.9,0.86,5,254,5,0,1,0,sales,high,3
1087,MCLEOD,0.73,0.92,4,273,5,0,1,0,sales,low,1
1088,BERNAL,0.91,0.9,4,250,5,0,1,0,sales,medium,2
1092,TRACY,0.73,1.0,5,230,5,0,1,0,sales,low,1
1093,BACON,0.89,0.91,5,260,5,0,1,0,sales,low,1
1094,CROWE,0.11,0.77,6,275,4,0,1,0,accounting,low,1
1095,RICHTER,0.1,0.77,7,308,4,0,1,0,accounting,low,1
1100,TALLEY,0.11,0.83,6,262,4,0,1,0,hr,low,1
1101,HAINES,0.09,0.97,7,262,4,0,1,0,technical,low,1
1104,HICKEY,0.11,0.89,6,254,4,0,1,0,technical,low,1
1107,FARRIS,0.72,0.82,5,269,5,0,1,0,technical,low,1
1108,CORREA,0.1,0.91,7,297,4,0,1,0,technical,low,1
1109,TILLMAN,0.73,0.86,5,249,5,0,1,0,technical,low,1
1110,SWEET,0.09,0.82,7,267,4,0,1,0,technical,low,1
1112,ENGLAND,0.09,0.82,6,251,4,0,1,0,support,low,1
1113,HEWITT,0.1,0.87,6,306,4,0,1,0,support,medium,2
1114,BLANCO,0.11,0.86,6,279,4,0,1,0,support,medium,2
1116,PATE,0.09,0.85,6,260,4,0,1,0,support,medium,2
1117,ELDER,0.72,0.88,5,249,5,0,1,0,support,medium,2
1118,BRUNO,0.75,0.97,4,245,5,0,1,0,support,medium,2
1120,HYDE,0.11,0.91,6,278,4,0,1,0,support,medium,2
1123,CHRISTOPHER,0.1,0.9,7,301,4,0,1,0,technical,medium,2
1126,HATCHER,0.88,0.87,4,235,6,0,1,0,management,low,1
1127,SUTHERLAND,0.1,0.85,7,261,4,0,1,0,IT,medium,2
1128,FINK,0.1,0.89,5,270,4,0,1,0,IT,medium,2
1129,NOEL,0.11,0.93,6,290,4,0,1,0,IT,medium,2
1132,LEAL,0.77,0.87,4,150,4,0,1,0,product_mng,low,1
1133,JOYNER,0.91,0.94,5,218,6,0,1,0,product_mng,low,1
1135,MORIN,0.11,0.87,6,291,4,0,1,0,product_mng,low,1
1136,DELAROSA,0.86,0.91,5,265,5,0,1,0,IT,low,1
1137,CONNOR,0.87,0.88,5,262,6,0,1,0,sales,low,1
1138,HILTON,0.09,0.92,6,303,5,0,1,0,sales,low,1
1140,GILLIAM,0.82,0.83,4,245,5,1,1,0,sales,low,1
1142,WILLS,0.88,1.0,5,226,6,0,1,0,marketing,low,1
1143,JARAMILLO,0.1,0.91,6,286,4,0,1,0,marketing,low,1
1146,BRITTON,0.8,0.95,5,217,5,0,1,0,support,low,1
1147,RANKIN,0.83,0.95,5,258,5,0,1,0,technical,low,1
1149,GUY,0.77,0.92,5,255,5,0,1,0,marketing,low,1
1151,TYSON,0.79,0.96,4,234,5,0,1,0,marketing,low,1
1153,DOWNING,0.1,0.88,7,300,4,0,1,0,sales,medium,2
1155,BOGGS,0.11,0.89,6,301,4,0,1,0,sales,medium,2
1159,MOBLEY,0.11,0.95,7,269,5,0,1,0,sales,medium,2
1161,KERN,0.11,0.94,7,302,4,0,1,0,sales,medium,2
1163,HOLLIS,0.78,0.99,5,241,5,0,1,0,sales,medium,2
1164,BRAVO,0.11,0.93,7,288,4,0,1,0,sales,high,3
1165,MAGANA,0.1,0.96,6,303,4,0,1,0,sales,low,1
1168,TUTTLE,0.79,0.84,5,245,5,0,1,0,sales,medium,2
1170,ROMANO,0.09,0.91,6,248,4,0,1,0,sales,low,1
1171,TREJO,0.11,0.91,6,302,4,0,1,0,accounting,low,1
1173,KNOWLES,0.11,0.91,6,272,4,0,1,0,accounting,low,1
1174,LYON,0.09,0.8,6,294,4,0,1,0,hr,low,1
1175,SHIRLEY,0.78,0.71,4,296,3,0,1,0,hr,low,1
1177,CHILDS,0.82,0.82,4,249,5,0,1,0,hr,low,1
1178,DOLAN,0.85,0.89,4,221,5,0,1,0,technical,low,1
1180,REYNA,0.77,0.89,5,243,5,0,1,0,technical,low,1
1182,HASTINGS,0.91,0.9,4,245,5,0,1,0,technical,low,1
1183,KENNEY,0.11,0.77,6,264,4,0,1,0,technical,low,1
1186,DENTON,0.11,0.96,6,262,4,1,1,0,technical,low,1
1187,VILLALOBOS,0.1,0.93,6,299,4,0,1,0,technical,low,1
1188,PRYOR,0.09,0.8,5,279,4,0,1,0,technical,low,1
1190,DOHERTY,0.11,0.89,6,264,4,0,1,0,support,low,1
1191,HOPPER,0.09,0.77,6,256,5,0,1,0,support,medium,2
1193,WOMACK,0.73,0.97,5,217,6,0,1,0,support,medium,2
1195,VENTURA,0.8,0.85,4,264,5,0,1,0,support,medium,2
1197,MULLER,0.79,0.96,5,218,5,0,1,0,support,medium,2
1198,GALINDO,0.09,0.8,6,298,4,0,1,0,support,medium,2
1199,GRACE,0.75,0.74,6,134,3,0,1,0,support,medium,2
1200,SORENSEN,0.83,1.0,5,263,5,0,1,0,technical,medium,2
1201,COURTNEY,0.1,0.77,5,252,4,0,1,0,technical,medium,2
1203,RODRIGUES,0.42,0.97,6,259,4,0,1,0,management,high,3
1205,AHMED,0.09,0.84,7,307,4,0,1,0,IT,medium,2
1207,LANGLEY,0.81,0.98,5,237,5,0,1,0,IT,medium,2
1208,MADISON,0.1,0.79,7,284,4,0,1,0,IT,medium,2
1209,LOCKE,0.1,0.93,6,243,4,0,1,0,product_mng,low,1
1210,JAMISON,0.11,0.83,6,268,4,0,1,0,product_mng,low,1
1211,NAVA,0.09,0.77,6,244,4,0,1,0,product_mng,low,1
1212,GUSTAFSON,0.75,0.83,5,262,5,0,1,0,product_mng,low,1
1214,DEMPSEY,0.09,0.87,7,278,4,0,1,0,IT,low,1
1215,HAMM,0.74,0.97,5,238,5,0,1,0,IT,low,1
1217,MCGILL,0.76,0.95,4,259,5,0,1,0,RandD,low,1
1219,ESQUIVEL,0.75,1.0,4,243,5,0,1,0,RandD,low,1
1221,KENDRICK,0.75,0.93,5,229,5,0,1,0,sales,low,1
1223,VIGIL,0.75,0.89,4,228,5,0,1,0,support,low,1
1224,DOWNEY,0.09,0.84,6,301,4,0,1,0,technical,low,1
1228,KIRKPATRICK,0.1,0.85,7,310,5,0,1,0,marketing,low,1
1231,BURKS,0.11,0.98,6,250,4,0,1,0,sales,medium,2
1232,SHEEHAN,0.09,0.88,7,265,4,0,1,0,sales,medium,2
1237,CHENG,0.74,0.9,4,226,5,0,1,0,sales,medium,2
1238,SINCLAIR,0.66,1.0,5,269,5,0,1,0,sales,medium,2
1242,BOWLING,0.1,0.85,6,297,5,0,1,0,sales,high,3
1243,CRABTREE,0.82,0.85,4,274,5,0,1,0,sales,low,1
1244,MCNAMARA,0.1,0.77,6,280,4,0,1,0,sales,medium,2
1245,AVALOS,0.1,0.93,6,288,4,0,1,0,sales,medium,2
1247,HERRON,0.09,0.94,7,247,4,0,1,0,sales,medium,2
1249,ABRAHAM,0.1,0.82,7,284,4,0,1,0,accounting,low,1
1250,GARLAND,0.88,0.92,4,225,5,0,1,0,accounting,low,1
1253,STINSON,0.85,1.0,4,234,5,0,1,0,hr,low,1
1257,WOODRUFF,0.88,0.92,4,233,6,0,1,0,technical,low,1
1258,LAU,0.78,0.96,4,241,5,0,1,0,technical,low,1
1260,SINGER,0.09,0.95,6,260,4,1,1,0,technical,low,1
1262,ROSSI,0.11,0.84,6,252,4,0,1,0,technical,low,1
1264,OTT,0.86,0.98,4,270,5,0,1,0,technical,low,1
1265,GOSS,0.1,0.92,6,285,4,0,1,0,technical,low,1
1271,COVINGTON,0.11,0.97,6,288,4,0,1,0,support,medium,2
1273,HELLER,0.87,0.95,5,227,5,0,1,0,support,medium,2
1275,SWARTZ,0.1,0.83,6,283,5,0,1,0,support,medium,2
1277,MCCRAY,0.78,1.0,4,267,5,0,1,0,technical,medium,2
1279,ROSENBERG,0.85,0.84,5,272,6,0,1,0,technical,medium,2
1281,CLEMONS,0.75,0.88,5,270,5,0,1,0,IT,high,3
1282,BEATTY,0.81,0.81,4,218,5,1,1,0,IT,low,1
1284,HERBERT,0.83,0.83,5,260,5,0,1,0,IT,medium,2
1287,MANLEY,0.09,0.83,7,258,4,0,1,0,product_mng,low,1
1288,ZIEGLER,0.87,0.81,5,304,5,0,1,0,product_mng,low,1
1291,ROUSE,0.1,0.9,6,272,5,0,1,0,RandD,low,1
1299,ACKERMAN,0.89,0.89,5,262,5,0,1,0,accounting,low,1
1300,PADGETT,0.1,0.97,7,284,4,0,1,0,support,low,1
1302,TIPTON,0.09,0.78,7,290,4,0,1,0,management,low,1
1304,PERALTA,0.89,0.98,4,242,6,0,1,0,marketing,low,1
1305,SHAPIRO,0.62,0.77,5,227,4,0,1,0,marketing,low,1
1306,ROE,0.11,0.93,6,276,4,0,1,0,sales,low,1
1308,PLUMMER,0.09,0.94,6,266,4,0,1,0,sales,medium,2
1310,STERN,0.77,0.89,4,270,5,0,1,0,sales,medium,2
1312,STOVER,0.1,0.92,5,272,4,0,1,0,sales,medium,2
1313,FISH,0.72,0.85,5,246,5,0,1,0,sales,medium,2
1315,BACA,0.11,0.81,6,260,4,0,1,0,sales,medium,2
1316,CURRAN,0.88,1.0,5,247,5,0,1,0,sales,medium,2
1318,VERA,0.11,0.96,6,267,4,0,1,0,sales,medium,2
1320,ERVIN,0.1,0.86,6,306,4,0,1,0,sales,high,3
1321,ELDRIDGE,0.62,0.89,3,131,4,0,1,0,sales,low,1
1322,LOWRY,0.78,0.86,4,249,5,0,1,0,sales,medium,2
1324,BECERRA,0.76,0.82,4,254,5,1,1,0,sales,medium,2
1326,SEYMOUR,0.1,0.77,6,272,4,0,1,0,accounting,low,1
1328,FIELD,0.1,0.96,7,301,4,0,1,0,hr,low,1
1329,AKERS,0.1,0.81,6,252,4,0,1,0,hr,low,1
1331,BINGHAM,0.09,0.86,6,297,4,0,1,0,hr,low,1
1332,STERLING,0.1,0.8,6,248,4,0,1,0,technical,low,1
1333,GREENWOOD,0.11,0.89,7,257,4,0,1,0,technical,low,1
1335,GROVES,0.87,0.9,3,307,5,0,1,0,technical,low,1
1338,EDMONDS,0.51,0.79,4,134,3,0,1,0,technical,low,1
1339,MUNIZ,0.89,0.96,5,221,5,0,1,0,technical,low,1
1340,THOMSON,0.1,0.96,6,275,4,0,1,0,technical,low,1
1341,CROUCH,0.9,0.94,5,247,5,0,1,0,technical,low,1
1345,ALFARO,0.38,1.0,5,137,4,0,1,0,support,low,1
1346,QUICK,0.73,0.95,4,223,6,0,1,0,support,low,1
1347,GOLDMAN,0.1,0.96,6,292,4,0,1,0,support,medium,2
1348,MCELROY,0.89,0.83,5,130,4,1,1,0,support,medium,2
1349,YARBROUGH,0.87,0.85,5,221,6,0,1,0,support,medium,2
1350,FUNK,0.84,0.89,4,245,5,1,1,0,support,medium,2
1351,HONG,0.11,0.77,6,274,4,0,1,0,support,medium,2
1352,PORTILLO,0.74,1.0,5,248,5,0,1,0,support,medium,2
1353,LUND,0.79,0.97,4,243,5,0,1,0,support,medium,2
1354,NGO,0.1,0.92,7,273,4,0,1,0,technical,medium,2
1355,ELKINS,0.83,0.95,5,221,5,0,1,0,technical,medium,2
1356,STROUD,0.1,0.79,6,271,4,0,1,0,technical,medium,2
1360,ZAPATA,0.11,0.83,6,262,5,0,1,0,IT,low,1
1361,BLOOM,0.75,0.89,5,272,5,0,1,0,IT,medium,2
1365,SCHAFER,0.1,0.83,6,293,4,0,1,0,product_mng,low,1
1369,TOVAR,0.11,0.89,6,284,4,0,1,0,RandD,low,1
1370,TEAGUE,0.74,0.99,5,263,5,0,1,0,RandD,low,1
1372,BOWDEN,0.88,0.88,4,265,5,0,1,0,RandD,low,1
1374,BLANTON,0.78,0.81,4,253,5,0,1,0,marketing,low,1
1376,WHALEN,0.74,1.0,5,222,6,0,1,0,accounting,low,1
1377,PRITCHARD,0.11,0.86,6,273,4,1,1,0,support,low,1
1378,PIERRE,0.8,0.87,5,240,6,0,1,0,technical,low,1
1380,METCALF,0.87,0.92,4,253,6,0,1,0,marketing,low,1
1381,BUTTS,0.9,0.84,5,221,5,0,1,0,marketing,low,1
1382,KURTZ,0.1,0.88,6,263,4,0,1,0,marketing,low,1
1384,TOMPKINS,0.11,0.91,6,279,4,0,1,0,sales,low,1
1386,CROWDER,0.09,0.93,7,270,4,0,1,0,sales,medium,2
1390,HOSKINS,0.11,0.79,6,244,4,1,1,0,sales,medium,2
1391,HOLBROOK,0.72,1.0,4,169,3,0,1,0,sales,medium,2
1393,HORNER,0.82,0.93,4,246,5,0,1,0,sales,medium,2
1399,REECE,0.11,0.86,6,299,4,1,1,0,sales,low,1
1401,KAY,0.11,0.87,6,272,4,0,1,0,sales,medium,2
1402,HAGEN,0.84,0.86,5,240,5,0,1,0,accounting,medium,2
1403,CREWS,0.86,0.96,5,245,6,0,1,0,accounting,medium,2
1404,BOWLES,0.79,0.93,5,269,5,0,1,0,accounting,low,1
1407,DALEY,0.81,1.0,4,241,5,0,1,0,hr,low,1
1409,MCKINLEY,0.92,0.94,4,219,5,0,1,0,technical,low,1
1410,VELASCO,0.9,0.98,5,271,5,0,1,0,technical,low,1
1413,BURRELL,0.83,0.98,4,254,5,0,1,0,technical,low,1
1415,CROW,0.2,0.9,6,138,3,0,1,0,technical,low,1
1416,DEVINE,0.11,0.85,6,295,4,0,1,0,technical,low,1
1417,LARKIN,0.11,0.96,6,301,5,0,1,0,technical,low,1
1418,CHAPPELL,0.1,0.95,7,296,4,0,1,0,technical,low,1
1419,POLLOCK,0.75,0.87,5,246,5,0,1,0,technical,low,1
1421,KIMBALL,0.86,0.93,5,241,5,1,1,0,support,low,1
1422,SCHMITZ,0.1,0.82,6,269,4,0,1,0,support,low,1
1425,SELF,0.1,0.94,7,287,4,0,1,0,support,medium,2
1428,PHIPPS,0.09,0.87,6,266,4,0,1,0,support,medium,2
1429,MCMANUS,0.87,0.91,4,255,5,0,1,0,support,medium,2
1432,POE,0.91,0.99,5,265,5,1,1,0,technical,medium,2
1438,DOOLEY,0.1,0.89,7,285,4,0,1,0,IT,low,1
